ID	premise1	premise2	premise3	premise4	hypothesis	entailment_judgments	neutral_judgments	contradiction_judgments	gold_label
1092	4594224630.jpg#0/Men are playing different musical instruments in a park.	4594224630.jpg#2/Men playing instruments on a baseball field.	4594224630.jpg#3/A group of men playing musical instruments.	4594224630.jpg#4/Musicians play on a baseball diamond.	Some performer playing music.	4	0	1	entailment
1093	2512905710.jpg#0/A woman with a "taxi" sign on her head and a yellow vinyl shirt walks in a parade.	2512905710.jpg#2/A woman dressed in a colorful yellow outfit and a taxi sign on her head.	2512905710.jpg#3/A woman wearing a yellow taxi costume poses on a street.	2512905710.jpg#4/A woman with sunglasses dressed as a taxi cab.	A woman standing.	2	1	2	contradiction
1094	4711694578.jpg#0/Children enjoy an abundance of bubbles coming from a nearby fountain while someone captures the moment.	4711694578.jpg#2/Young people are playing in the snow while an older person seems to be taking pictures.	4711694578.jpg#3/Bubbles surround a statue in the middle of a street.	4711694578.jpg#4/Foamy bubbles overflow from a street fountain.	Some children standing.	2	3	0	neutral
1095	2270955453.jpg#0/Multiple diners are sitting in black chairs in a reddish-orange Asian-themed restaurant eating.	2270955453.jpg#2/Many people are sitting in a restaurant eating their meals.	2270955453.jpg#3/Asians eating in a restaurant with an orange motif.	2270955453.jpg#4/People eating at a Chinese restaurant.	A group eating.	5	0	0	entailment
1096	3349194268.jpg#1/Two young ladies are sitting in some yellow flowers and smiling.	3349194268.jpg#2/Girls huddle in field of plants, one holding leaf bundle.	3349194268.jpg#3/Two Asian girls are sitting in a flower field.	3349194268.jpg#4/Two girls pose behind yellow wildflowers.	Girls smile at the camera.	4	0	1	entailment
1097	2072154465.jpg#0/Through windows into a building, we see on one floor people eating at a nice restaurant, while on the floor below we see a working man looking out at us from where he kneels between shelves and boxes.	2072154465.jpg#2/A lady is eating in a restaurant and a man is downstairs kneeling in the restaurants' kitchen.	2072154465.jpg#3/People are eating in a restaurant while a man unpacks boxes downstairs.	2072154465.jpg#4/A man is stocking shelves while people are eating in a restaurant.	A man sits.	2	1	2	neutral
1098	5870019388.jpg#0/A closeup of a young boy with a green shirt and brown hair looking down and to his right against a blurred grassy backdrop.	5870019388.jpg#1/A young boy wearing a green t-shirt is looking away from the photographer.	5870019388.jpg#2/A child in a green shirt is looking at something that is out of the frame.	5870019388.jpg#3/A young boy in a green shirt is looking down and slightly smiling.	A child gazes.	4	1	0	entailment
1099	3220140234.jpg#0/One very fat sumo wrestler wrestles with a thinner wrestler while an umpire dressed in green watches.	3220140234.jpg#1/Two sumo wrestlers are fighting in front of a referee and two spectators.	3220140234.jpg#2/Two sumo wrestlers fight in the ring as people watch.	3220140234.jpg#4/Two sumo wrestlers fighting in a match	Two fighters competing.	5	0	0	entailment
1100	1212131969.jpg#0/A boy watches a woman walking amidst many concrete boxes.	1212131969.jpg#1/A young boy watching a woman walk through blocks.	1212131969.jpg#2/People wander a surreal maze like sculpture.	1212131969.jpg#4/A boy is sitting on rectangular blocks.	A girl and a guy sitting.	0	2	3	contradiction
1101	2718049631.jpg#1/A large, white dog running up a hill with a person walking away in the back.	2718049631.jpg#2/While the man walks along the fence, a dog is running towards the tree.	2718049631.jpg#3/A dog runs uphill towards the camera in near a fenced area.	2718049631.jpg#4/A white dog runs towards the camera as a man walks away.	A man moving.	4	1	0	entailment
1102	41868213.jpg#0/A middle-aged male with brunette hair, sitting in a green chair, writing in a notebook, sitting by a phone booth.	41868213.jpg#2/Man sitting at the end of a row of green chairs by some payphones.	41868213.jpg#3/A man sitting on a green chair in an airport.	41868213.jpg#4/A man sitting next to a pay phone.	A man writes on a piece of paper.	3	1	1	entailment
1103	7966150796.jpg#1/It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears.	7966150796.jpg#2/Five pretty ladies listening to a talk show host.	7966150796.jpg#3/Jackie Chan and a group of women sit on a stage.	7966150796.jpg#4/Jackie Chan speaks to women at an Olympic event.	A woman stands in the background.	1	1	3	neutral
1104	2354064281.jpg#0/A black and brown dog with a brown dog in a grassy field with patches of white.	2354064281.jpg#1/A black dog is facing a brown dog in an open outdoor space.	2354064281.jpg#3/Two dogs greet each other in a snowy grass field.	2354064281.jpg#4/Two dogs in a grassy field.	Dogs standing.	4	1	0	entailment
1105	4293592995.jpg#0/An African-American man in jeans and a white t-shirt that says "Cuido La Playa" pushes his blue wooden cart on a sandy beach.	4293592995.jpg#1/An African American man standing with a blue wooden card with two wheels on a sandy beach.	4293592995.jpg#2/A man walks down a beach pushing a cart in front of him.	4293592995.jpg#4/A man is pushing a cart down the beach.	A man selling items.	4	1	0	entailment
1106	4360892902.jpg#0/A man wearing a white cap and a long orange jacket looking downwards while standing in front of a rock wall.	4360892902.jpg#1/A man in an orange jacket is looking at stones stacked in columns.	4360892902.jpg#2/A construction worker checking out the building site.	4360892902.jpg#3/Construction worker in rain gear pausing.	A man walking.	2	1	2	contradiction
1107	40793390.jpg#0/Two white males are doing a set at a venue with guitars and vocals.	40793390.jpg#1/Two male band members are playing guitars in front of a microphone.	40793390.jpg#3/Two men are holding guitars.	40793390.jpg#4/Two men playing the guitar.	Musicians smile.	0	2	3	contradiction
1108	2631392326.jpg#0/With white headphones, a bearded young man in a yellow and black outfit rides a bike for SelektMail	2631392326.jpg#1/A man in a yellow jacket rides a yellow bike laden with several packages on the street.	2631392326.jpg#3/A man in a yellow jacket and black hat siting on a yellow bike.	2631392326.jpg#4/In this photo, a man is delivering something on his bike.	A man sitting.	1	1	3	neutral
1109	3732914946.jpg#0/The woman leans over and takes a bite of food from her plate.	3732914946.jpg#1/A woman is eating at a table as people walk by.	3732914946.jpg#2/A young woman eating salad bent over a table.	3732914946.jpg#3/A woman in a black shirt eating a salad.	Woman preparing a dish.	1	0	4	contradiction
1110	4501347788.jpg#0/A man in a gray jacket and bright striped tennis shoes plays an upright piano outdoors while three people look on.	4501347788.jpg#1/A man wearing a gray jacket is playing the piano on the sidewalk.	4501347788.jpg#2/A man in a denim jacket playing the piano in the street.	4501347788.jpg#4/A street musician in Europe.	A man sits.	3	0	2	entailment
1111	3105743276.jpg#1/A large group of people are walking up a steep mountain with clouds hanging in the background.	3105743276.jpg#2/A group male and female hikers observe the scenery.	3105743276.jpg#3/A large group of people walking on a mountainside.	3105743276.jpg#4/A group of people on a mountain trail.	A group standing on a hillside.	4	0	1	entailment
1112	49553964.jpg#1/A man rides a wakeboard attached to a parachute.	49553964.jpg#2/A man holding onto ropes while boogie boarding.	49553964.jpg#3/The man is waterskiing.	49553964.jpg#4/A man windsurfing.	A man pulled through the water on his ski.	4	0	1	entailment
1113	2612040125.jpg#0/Two brown and black dogs chasing a plastic bag through the grass.	2612040125.jpg#1/Two dogs are chasing a soccer ball in front of a playground.	2612040125.jpg#2/Two dogs chasing a toy in the air at the playground.	2612040125.jpg#4/Two dogs chasing a plastic bag.	Two dogs playing in a yard.	4	1	0	entailment
1114	3348384389.jpg#0/A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.	3348384389.jpg#2/Two dogs are on a white carpet with one of the dogs showing its fangs.	3348384389.jpg#3/A dark brown dog is biting at a lighter brown colored dog.	3348384389.jpg#4/Two dogs, one with mouth open.	A dog bearing its teeth.	5	0	0	entailment
1115	1363924449.jpg#0/The blond boy wearing a striped shirt is walking through the grass.	1363924449.jpg#1/A little boy in a striped shirt has his hands on his head.	1363924449.jpg#3/A child with his hands on his head.	1363924449.jpg#4/A boy holds his hands on his head.	A child stands.	3	0	2	contradiction
1116	4660946919.jpg#1/A group of older men and women sit attentively listening in metal folding chairs.	4660946919.jpg#2/A group of older individuals sit on chairs while one individual in blue stands.	4660946919.jpg#3/A group of men and women sit in brown chairs while looking off to the distance.	4660946919.jpg#4/A small group of people listening to a speaker or presentation.	Men paying close attention.	3	1	1	entailment
1117	2383642818.jpg#0/A young girls wearing a red coat chasing birds through a walkway in a park.	2383642818.jpg#1/In a park a kid is chasing pigeons and two men are walking	2383642818.jpg#3/A little girl chasing pigeons in a park.	2383642818.jpg#4/A child in a red jacket chases pigeons.	A child running towards a group of animals.	3	0	2	entailment
1118	2380406703.jpg#0/A man dressed in short khaki pants, a white shirt, a red tie, and a blue jacket playing a drum set for an audience of mostly children.	2380406703.jpg#1/A man in a blue jacket plays the drums in the middle of a street in front of children.	2380406703.jpg#2/A street performer playing a percussion instrument in front of a crowd of people.	2380406703.jpg#3/A street performer playing a drum set in front of a crowd of people.	A man standing.	1	4	0	neutral
1119	4300375062.jpg#0/Several people are sitting at a wooden table with many papers on it.	4300375062.jpg#1/A group of people sitting at a table working on paperwork.	4300375062.jpg#2/A group of students working together in a classroom.	4300375062.jpg#4/A group of people sitting at a table.	Children working on a project at a table.	3	1	1	neutral
1120	377872472.jpg#0/One dog is standing whilst two other dogs are running in the snow.	377872472.jpg#2/Three dogs are playing around in the snow.	377872472.jpg#3/Two dogs play together in the snow.	377872472.jpg#4/Three dogs play in snow.	Dogs chasing each other.	4	0	1	entailment
1121	2305869802.jpg#1/A man wearing tan pants and blue shirt is sitting on a sidewalk resting.	2305869802.jpg#2/A man in blue shirt falling asleep by a bike in front of red bricks.	2305869802.jpg#3/A gray-haired man is sitting outside talking on the phone.	2305869802.jpg#4/Older man in blue shirt rest on a bench.	Man seated.	2	0	3	entailment
1122	3081182021.jpg#0/A boy performs a high-flying trick with his bicycle on a prepared course.	3081182021.jpg#2/A bike rider jumping into the air over a wooden ramp.	3081182021.jpg#3/A person doing bicycle tricks on a wooden ramp.	3081182021.jpg#4/A biker does a trick on a ramp.	A man jumps high.	5	0	0	entailment
1123	269986132.jpg#0/A soccer game between the red team and the blue team.	269986132.jpg#2/Soccer game with teams in red and blue.	269986132.jpg#3/A group of soccer players after a ball.	269986132.jpg#4/A soccer game is in progress.	Two teams playing a game.	5	0	0	entailment
1124	407678652.jpg#0/Five people with backpacks hiking down a rocky hill.	407678652.jpg#2/A group of hikers climb rocky terrain.	407678652.jpg#3/The hikers descend on the mountain.	407678652.jpg#4/Five hikers walk down the hillside.	Backpackers hiking.	5	0	0	entailment
1125	1235580648.jpg#0/The two men are wearing tall hats, one hat is a red print and the other is gold colored.	1235580648.jpg#1/Two people wearing hats sit and look at the camera.	1235580648.jpg#2/Two men wear silly stove pipe hats and wear makeup.	1235580648.jpg#4/The hatted males pose for a picture.	A man frowns.	0	3	2	neutral
